X1,Datetime,TweetId,Text,FoundWord,start_text,end_text,country_predicted,country_conf,admin1,lat,lon,country_code3,geonameid,place_name,feature_class,feature_code
633,2021-02-19 23:55:04+00:00,1362913623761424386,"@Opouargru @dmorelli9 @MGScott9 @BrianKarem @POTUS Politicians are literally responsible for Texas not being on the Federal Power Grid.

Texas has it's own power grid they they are responsible for because of politicians. Since they do not comply with Federal regulations they were drastically underprepared for this event.",Texas,137,142,USA,0.9612489938735962,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
634,2021-02-19 23:55:04+00:00,1362913622792486919,"@69Xav @ZeratoR Y a eu le covid entre temps, ça a pas mal affecté certaines entreprises (Nintendo par exemple) et Blizzard semble être dans le lot.",@ZeratoR Y,7,17,SLV,0.24821266531944275,,,,,,,,
635,2021-02-19 23:55:03+00:00,1362913618799435776,"This guy was also named by the old-timey spider-naming power couple, the Peckhams!

It’s found in South America, and it lives and breeds on a terrestrial bromeliad (Bromelia balansae) the red and green plant featured above! https://t.co/NDLz7JXwWm",South America,98,111,NA,0.9048774242401123,NA,-14.60485,-57.65625,NA,6255150,South America,L,CONT
636,2021-02-19 23:55:01+00:00,1362913612013178886,"Outdoor Temperature in Paramus NJ is 30.9°F, Max Wind gust in last 10 minutes was: 0.9m/s, Rain Rate is 0.0, The Dew Point is 28.4°F, at 18:55",Paramus NJ,23,33,USA,0.24821266531944275,,,,,,,,
637,2021-02-19 23:55:00+00:00,1362913606862581761,Beyonce is lending a hand to her home state of Texas and surrounding states hit hard by the recent winter storm. https://t.co/7nj8smiLvk,Texas,47,52,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
638,2021-02-19 23:54:59+00:00,1362913603725258755,How you can help victims of the Texas power crisis https://t.co/CwFhOmE4Vv,Texas,32,37,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
639,2021-02-19 23:54:59+00:00,1362913602462642177,@RepGosar Maybe texas should not of deregulated their power industry. Maybe if they where connect to the national grid it wouldn't be a problem,texas,16,21,USA,0.9571880102157593,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
640,2021-02-19 23:54:58+00:00,1362913601372254208,AOC slams 'fossil fuel billionaires' after one CFO likens Texas winter storm to 'hitting the jackpot' https://t.co/hUcEhNeizC,Texas,58,63,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
641,2021-02-19 23:54:58+00:00,1362913599027486726,"Blizzard leans into Diablo, Warcraft at BlizzCon for 30th anniversary (Washington Post)

When J. Allen Brack first arrived at Activision-Blizzard in 2006, it was housed in a dour office ...

Add your highlights:
https://t.co/PytJJKovZt
 #tech #techbiz",Activision-Blizzard,126,145,USA,0.24821266531944275,,,,,,,,
642,2021-02-19 23:54:58+00:00,1362913597463146498,"@SirAustin11 @weareoneEXO I can relate Sir... 🔥🔥🔥🔥🔥
I know why his power is water, because he makes me feel thristy 
🤭🥰😍😍
#Suho 🐰
@weareoneEXO #EXO",🔥🔥🔥🔥🔥,46,51,,0.0,,,,,,,,
643,2021-02-19 23:54:57+00:00,1362913593574973445,"TRUCK SERIES NIGHT IN AMERICA! At the daytona road course in the RAIN!
My pick to win is @sheldoncreed and these trucks are racing at night, at a road course and in the rain as well so this will be fun.
#NASCAR",AMERICA,22,29,NLD,0.28365933895111084,,,,,,,,
644,2021-02-19 23:54:57+00:00,1362913593574973445,"TRUCK SERIES NIGHT IN AMERICA! At the daytona road course in the RAIN!
My pick to win is @sheldoncreed and these trucks are racing at night, at a road course and in the rain as well so this will be fun.
#NASCAR",daytona,38,45,USA,0.9571880102157593,Florida,29.21081,-81.02283,USA,4152872,Daytona Beach,P,PPL
645,2021-02-19 23:54:56+00:00,1362913592455155718,What happened to priorities Texas needs some clean water,Texas,28,33,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
646,2021-02-19 23:54:56+00:00,1362913590555136000,Mental that US citizens can't cross the border wall into Mexico for a bitta heating and running water.,Mexico,57,63,MEX,0.9516947865486145,NA,23,-102,MEX,3996063,Mexico,A,PCLI
647,2021-02-19 23:54:56+00:00,1362913589615603718,Current keeper of the Austin water supply: https://t.co/X2co1h3GSx,Austin,22,28,USA,0.9571880102157593,Texas,30.26715,-97.74306,USA,4671654,Austin,P,PPLA
648,2021-02-19 23:54:55+00:00,1362913588994846721,@MSNBC For Texas government to restructure their “public utilities” fees based on available supply amid the weather disaster is callous and greedy.,Texas,11,16,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
649,2021-02-19 23:54:55+00:00,1362913588931932165,"@danielpeake I was of that opinion, until I started to live in the Philippines and it is MUCH nicer in hot weather than Diet Coke.",Philippines,67,78,PHL,0.9516947865486145,NA,13,122,PHL,1694008,Republic of the Philippines,A,PCLI
650,2021-02-19 23:54:54+00:00,1362913583978405889,"How long until citizens remove a lunatic from office!
'...Senator Hawley (R-MO) believes Pelosi is now doing everything in her power to use that riot to grab the power in D.C. by the throat as well as using it as a way to punish conservatives...'
By G. McConway
February 19, 2021",D.C.,171,175,COL,0.28868943452835083,,,,,,,,
651,2021-02-19 23:54:54+00:00,1362913583948996611,I got a strong immune system from eating the ny sidewalk snow,ny,45,47,SWE,0.28365933895111084,,,,,,,,
652,2021-02-19 23:54:54+00:00,1362913582627905538,If the Jewish space lasers started wildfires in California then why not point it at Texas to melt the snow?,California,48,58,COL,0.17837727069854736,,,,,,,,
653,2021-02-19 23:54:54+00:00,1362913582627905538,If the Jewish space lasers started wildfires in California then why not point it at Texas to melt the snow?,Texas,84,89,USA,0.9612489938735962,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
654,2021-02-19 23:54:54+00:00,1362913581738688512,@ComicDaveSmith And Trump never colluded with a hostile foreign power ? How bout Russia and North Korea to name a few  . I would say that is Treason twofold . Wouldn’t you Dave ?,Russia,81,87,RUS,0.7515759468078613,NA,60,100,RUS,2017370,Russian Federation,A,PCLI
655,2021-02-19 23:54:54+00:00,1362913581738688512,@ComicDaveSmith And Trump never colluded with a hostile foreign power ? How bout Russia and North Korea to name a few  . I would say that is Treason twofold . Wouldn’t you Dave ?,North Korea,92,103,PRK,0.9531790018081665,NA,40,127,PRK,1873107,Democratic People’s Republic of Korea,A,PCLI
656,2021-02-19 23:54:53+00:00,1362913579813404673,"Blizzard to Art Team:
Can yall make Rome?

Art Team:
You mean that greek shit?

Blizzard:
Ye

Art Team:
We fuck with that

Blizzard:
Thanks Fam

Art Team: https://t.co/FLw0ix4LrL",Rome,36,40,ITA,0.9571880102157593,Latium,41.89193,12.51133,ITA,3169070,Rome,P,PPLC
657,2021-02-19 23:54:53+00:00,1362913578421018624,@ItsFryly florida man dream cannot compare to the sheer power of roadman toob and phil,florida,10,17,CHL,0.9048774242401123,Valparaíso,-33.05429,-71.62239,CHL,9034691,8va. Comisaria Florida de Carabineros de Valparaiso,S,PP
658,2021-02-19 23:54:53+00:00,1362913578399981568,@storm_ofmylife Vou me culpar até o fim,culpar até o fim,23,39,SLV,0.24821266531944275,,,,,,,,
659,2021-02-19 23:54:53+00:00,1362913578232274947,"Who controls the banks 
transactions - Wire, TeleCom
AND Power Plants, The Grid?
Swedens Deep State...?? https://t.co/q6DO7BYEdF",Grid,75,79,ROU,0.28868943452835083,,,,,,,,
660,2021-02-19 23:54:52+00:00,1362913574092500997,@RepublicanRehab @WHurensohn @CleeseRaymond @SumatraSue @ReganLieutenant @BMoreDefiant @AggressiveDem California's broke and Gavin about to be recalled lol... and what do we need plows for? Ice is already gone.... its Texas.,California,102,112,COL,0.17837727069854736,,,,,,,,
661,2021-02-19 23:54:52+00:00,1362913574092500997,@RepublicanRehab @WHurensohn @CleeseRaymond @SumatraSue @ReganLieutenant @BMoreDefiant @AggressiveDem California's broke and Gavin about to be recalled lol... and what do we need plows for? Ice is already gone.... its Texas.,Texas,218,223,USA,0.9612489938735962,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
662,2021-02-19 23:54:52+00:00,1362913573110837248,"@thx1138_v2 @JasonKander I understand your reply, but I meant the BIG problem; state's power issues.

I think that mindset of 'much simpler', 'less expensive' or 'we don't need to do that now because we've been fine for years', is the cause of a lot of America's infrastructure problems. #Bureaucracy🙁",America,253,260,USA,0.9516947865486145,Wyoming,41.54357,-109.85903,USA,5830444,Little America,P,PPL
663,2021-02-19 23:54:51+00:00,1362913571038851072,Fletch been tryna blame me for this Teexas weather since I been here,Teexas,36,42,USA,0.9221303462982178,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
664,2021-02-19 23:54:51+00:00,1362913568874782722,London Weather as of 11:54 PM: 53.65 F,London,0,6,GBR,0.9571880102157593,England,51.49227,-0.30864,GBR,11591955,London,L,RGN
665,2021-02-19 23:54:48+00:00,1362913558208520194,"@NPR Between Ted Cruz and Joe Manchin it’s just a sad state of affairs in Texas and West Virginia. Republican or Democrat, these are just old and toxic politicians that don’t make decisions with any fundamental reasoning or logic. It’s just personal power trolling and abuse.",Texas,74,79,USA,0.9612489938735962,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
666,2021-02-19 23:54:48+00:00,1362913558208520194,"@NPR Between Ted Cruz and Joe Manchin it’s just a sad state of affairs in Texas and West Virginia. Republican or Democrat, these are just old and toxic politicians that don’t make decisions with any fundamental reasoning or logic. It’s just personal power trolling and abuse.",West Virginia,84,97,USA,0.9481911659240723,West Virginia,38.50038,-80.50009,USA,4826850,West Virginia,A,ADM1
667,2021-02-19 23:54:47+00:00,1362913551858491396,We got Hot meals And water if u need it and you mobile pull up to  - 1611 truxillo  ( corner Of Almeda and Truxillo ) https://t.co/toHU7bCs1r,Almeda and Truxillo,96,115,TKL,0.24821266531944275,,,,,,,,
668,2021-02-19 23:54:46+00:00,1362913550612783104,@MarinaMautner @HarryAvenueH @AOC Literally the only reason this happened is texas deliberately made their own power grid separate from the rest of the country in order to dodge federal regulations that would have prevented this. No one is to blame but the Texas government.,texas,77,82,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
669,2021-02-19 23:54:46+00:00,1362913550612783104,@MarinaMautner @HarryAvenueH @AOC Literally the only reason this happened is texas deliberately made their own power grid separate from the rest of the country in order to dodge federal regulations that would have prevented this. No one is to blame but the Texas government.,Texas,257,262,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
670,2021-02-19 23:54:46+00:00,1362913547424915462,"Ahhh... no. If there is no harm to mom or baby, then a mandatory meeting to discuss, yes; but women are no one's property.
@ReallyAmerican1

Tennessee GOP Bill Gives Men Power To Veto Abortions By Claiming Paternity | Crooks and Liars https://t.co/W8SzLRZ1cX",Tennessee,141,150,USA,0.9634982943534851,Tennessee,35.75035,-86.25027,USA,4662168,Tennessee,A,ADM1
671,2021-02-19 23:54:45+00:00,1362913545130635271,"@TheHannity @ISAACforTexas @Life_Powered_ This is just incorrect. From top to bottom. Simply gaslighting.

""Woodfin said that of the 45,000 megawatts of power that were offline across Texas, thermal sources, which include gas, coal and nuclear plants, accounted for around 30,000 megawatts.""

https://t.co/9l0nEeCMRc",Texas,184,189,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
672,2021-02-19 23:54:44+00:00,1362913539950858243,"Players have taken the ice. Twitter updates all game can be found at @wnyosports. Puck drop 7 pm between Oswego and CNS.

#SectionIIIHockey @travjax71 @WNYO https://t.co/MPhHhK9h8i",Oswego,105,111,USA,0.9637409448623657,New York,43.46389,-76.20868,USA,5130076,Oswego County,A,ADM2
673,2021-02-19 23:54:44+00:00,1362913539518844929,"You sound like a Qanon spouting moron.  Everyone's point is that after years of conservative leadership deregulating, and then mocking other states who have those regulations and can survive basic weather phenomena, maybe pure ideological ""government bad"" thinking in Texas",Texas,268,273,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
674,2021-02-19 23:54:42+00:00,1362913532237422592,Leaked texts reveal Ted Cruz's wife invited neighbors to Cancun amid 'FREEZING' weather https://t.co/NAoB484nqq via @nypost,Cancun,57,63,MEX,0.9571880102157593,Quintana Roo,21.17429,-86.84656,MEX,3531673,Cancún,P,PPL
675,2021-02-19 23:54:42+00:00,1362913531197329409,local pittsburgh people are all like Damn can it stop snowing already but for me it hasnt lost its novelty yet! snow fucking rules,pittsburgh,6,16,USA,0.9571880102157593,Pennsylvania,40.44062,-79.99589,USA,5206379,Pittsburgh,P,PPLA2
676,2021-02-19 23:54:40+00:00,1362913523114807300,@Noreastah143 @RachelFrank_CT Can confirm. Saw three separate accidents from Highland Park in town to downtown. Roads are one giant ice skating rink right now!,Highland Park,77,90,USA,0.6353263854980469,Texas,32.83346,-96.79195,USA,4697616,Highland Park,P,PPL
677,2021-02-19 23:54:39+00:00,1362913521588195330,"Cooling off after my long hike! The water was too cold so I only swam for half an hour, but still got a good workout in @ Whittier, California https://t.co/w0p8C9Mb3o",@ Whittier,120,130,USA,0.9571880102157593,California,33.97918,-118.03284,USA,5409059,Whittier,P,PPL
678,2021-02-19 23:54:38+00:00,1362913517108686854,Digital currency rendered useless in Texas when the power goes off and cashiers can’t process payments except for cold hard cash #TexasPowerGrid #bitcoin #cryptofail,Texas,37,42,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
679,2021-02-19 23:54:38+00:00,1362913513753124868,"There’s snow place like home. ❄️ (Though I hardly recognize it these days!) We’re finally above freezing, thank goodness, and it’s going to be nearly 70 degrees in north Texas next week. Sending everyone warm thoughts! https://t.co/D8DrNulJ4b",Texas,170,175,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
680,2021-02-19 23:54:37+00:00,1362913510825611264,"@LMBGoodwin Yes. Southside has been hit hard, some people just received power today. I can't find the words...",Southside,17,26,USA,0.9571880102157593,Alabama,33.92454,-86.02247,USA,4091058,Southside,P,PPL
681,2021-02-19 23:54:37+00:00,1362913509789622278,@mrscourmier Crawfish hole does a lot of ice chest specials if you’re looking to get a lot for a dinner at home!,Crawfish hole,13,26,TUR,0.24821266531944275,,,,,,,,
682,2021-02-19 23:54:36+00:00,1362913508703272964,"@Jerry_grey2002 What does china look like from the outside?

Wall to wall propaganda.
Aggression towards every neighbour.
Poisoning it's peoples air, food and water.
Pretending to be respectable whilst being underhand.
Organ harvesting.

You want more?
 
Oh. And Winnie the Pooh for a leader.",china,26,31,MEX,0.28365933895111084,,,,,,,,
683,2021-02-19 23:54:36+00:00,1362913505725345792,EXPOSED AND WHAT'S ONGOING IS A DEATH KNELL FOR A REPUBLIC! THE POWER GRAB &amp; CONTROL OF THE ELECTORATE IS THE MAIN THING CURRENT POLITICIANS ARE CONCERNED WITH. AMERICA'S VAST WEALTH CANNOT BE COUNTED UPON ANYMORE TO PACIFY THE ELECTORATE. THEY HATED THE OUTSIDER TRUMP'S EXPOSURE https://t.co/eMT0OZz20E,AMERICA,165,172,NLD,0.28365933895111084,,,,,,,,
684,2021-02-19 23:54:35+00:00,1362913503430983682,"@yetz1 Yetz, você realmente achou que teria algo de bom da blizzcon? A blizzard já foi melhor infelizmente, ultimamente só tá fazendo cagada, relançamento de jogo, remake de jogo, tá mto triste isso.",mto triste isso,183,198,STP,0.24821266531944275,,,,,,,,
685,2021-02-19 23:54:35+00:00,1362913501128183810,"@RandyLPhelps @AOC @LaCongresista In NY officials winterize utilities and plan for ice, snow, floods, and famine, unlike Texas.",NY,37,39,SWE,0.1916128695011139,,,,,,,,
686,2021-02-19 23:54:35+00:00,1362913501128183810,"@RandyLPhelps @AOC @LaCongresista In NY officials winterize utilities and plan for ice, snow, floods, and famine, unlike Texas.",Texas,121,126,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
687,2021-02-19 23:54:34+00:00,1362913498649354244,"@WrldAngelz @JeffGar46391427 @ESPNRingside @TeofimoLopez @trboxing Just an opinion not backed up by any facts at all. Teo has fought and beat a much better fighter than Haney already. Haney isn't a better boxer than Loma, they probably have about the same power, and Loma is a smarter fighter. Loma was smart enough to run, Haney isn't.",Loma,216,220,MEX,0.28868943452835083,,,,,,,,
688,2021-02-19 23:54:34+00:00,1362913498649354244,"@WrldAngelz @JeffGar46391427 @ESPNRingside @TeofimoLopez @trboxing Just an opinion not backed up by any facts at all. Teo has fought and beat a much better fighter than Haney already. Haney isn't a better boxer than Loma, they probably have about the same power, and Loma is a smarter fighter. Loma was smart enough to run, Haney isn't.",Loma,267,271,MEX,0.28868943452835083,,,,,,,,
689,2021-02-19 23:54:34+00:00,1362913498649354244,"@WrldAngelz @JeffGar46391427 @ESPNRingside @TeofimoLopez @trboxing Just an opinion not backed up by any facts at all. Teo has fought and beat a much better fighter than Haney already. Haney isn't a better boxer than Loma, they probably have about the same power, and Loma is a smarter fighter. Loma was smart enough to run, Haney isn't.",Loma,294,298,MEX,0.28868943452835083,,,,,,,,
690,2021-02-19 23:54:34+00:00,1362913497043009545,Texas storm: Biden to declare major disaster to secure federal aid – live https://t.co/300xmZo3f4 https://t.co/mMgSBbyB6A,Texas,0,5,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
691,2021-02-19 23:54:33+00:00,1362913495860338691,Rural Texas Freeze relief resources! https://t.co/L61cDstLjm,Texas,6,11,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
692,2021-02-19 23:54:33+00:00,1362913492940951558,Ice rink brings Michigan community together during dark winter https://t.co/J3XPo0sYib,Michigan,16,24,USA,0.9634982943534851,Michigan,44.25029,-85.50033,USA,5001836,Michigan,A,ADM1
693,2021-02-19 23:54:32+00:00,1362913490093113344,"Power largely restored in Texas, but millions remain without drinking water https://t.co/9kqIsnw75F via @YouTube",Texas,26,31,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
694,2021-02-19 23:54:32+00:00,1362913489979924482,Another day of snow... yayyyyyyyy... https://t.co/Ro3uLkGScT,yayyyyyyyy,23,33,,0.0,,,,,,,,
695,2021-02-19 23:54:31+00:00,1362913488339894272,"Last night the Central Park North Meadow featured appearances from both a celebrity bird, the SNOWY OWL, and a celebrity mammal, the COYOTE. It's snowing heavily now, making viewing and photographing difficult, but the snow might end by 8 pm.",Park North Meadow,23,40,USA,0.24821266531944275,,,,,,,,
696,2021-02-19 23:54:31+00:00,1362913484799844353,"@HeuristicLineup that's Blizzard for you. ""It's done when it's done""",@HeuristicLineup,0,16,,0.0,,,,,,,,
697,2021-02-19 23:54:29+00:00,1362913479187976194,"#Overwatch2 sieht ECHT gut aus! Das das Spiel Zeit braucht, vollkommen verständlich, aber nichts zu #Overwatch Base??? Kein Neuen Hero? Oder neue Map??? Soll das Spiel jetzt so langweilig, ohne neuen Content weiterlaufen? WTF Blizzard??? #BlizzConline",Oder neue Map,136,149,DEU,0.24821266531944275,,,,,,,,
698,2021-02-19 23:54:28+00:00,1362913475060662275,Who owns the power grid in Texas? https://t.co/i5kV5zSaEB,Texas,27,32,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
699,2021-02-19 23:54:28+00:00,1362913473454362633,"🙂Love this! Before I clicked on the image, I had no idea what to expect, just saw *clouds.*

What a neat surprise. Great lighting, can feel the water in the air. 
😎👍 https://t.co/bRgWeSQNWe",👍,164,165,,0.0,,,,,,,,
700,2021-02-19 23:54:27+00:00,1362913471579455494,"@naomirowan_blog Stuart MacBride, Mark Billingham, Denise Mina, Jo Nesbo. I am currently enjoying Blood and Sugar by Laura Shepherd-Robinson. Just finished The North Water by Ian Maguire and Exit by Belinda Bauer, both good in different ways - the first very dark and the latter amusing.",North Water,160,171,USA,0.24821266531944275,,,,,,,,
701,2021-02-19 23:54:27+00:00,1362913470270869510,"@zeldaguy100 @catchastarr @newsmax The same Biden that supplied generators, diesel, blankets and water to Texas without taking potshots?",Texas,106,111,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
702,2021-02-19 23:54:27+00:00,1362913468584763393,"@HUNDREDTH @chadwickjohnson I missed you guys on tour in Manchester, UK because of a storm that left you stranded in Ireland. Was wondering if there is plans for a reschedule after covid restrictions allow it as I havent been refunded for tickets? Love somewhere nowhere btw ❤",Manchester,57,67,GBR,0.9589691162109375,England,53.45,-2.23333,GBR,2648108,Greater Manchester,L,RGN
703,2021-02-19 23:54:27+00:00,1362913468584763393,"@HUNDREDTH @chadwickjohnson I missed you guys on tour in Manchester, UK because of a storm that left you stranded in Ireland. Was wondering if there is plans for a reschedule after covid restrictions allow it as I havent been refunded for tickets? Love somewhere nowhere btw ❤",UK,69,71,GBR,0.954474687576294,NA,54.75844,-2.69531,GBR,2635167,United Kingdom of Great Britain and Northern Ireland,A,PCLI
704,2021-02-19 23:54:27+00:00,1362913468584763393,"@HUNDREDTH @chadwickjohnson I missed you guys on tour in Manchester, UK because of a storm that left you stranded in Ireland. Was wondering if there is plans for a reschedule after covid restrictions allow it as I havent been refunded for tickets? Love somewhere nowhere btw ❤",Ireland,117,124,GBR,0.8914440870285034,NA,54.75844,-2.69531,GBR,2635167,United Kingdom of Great Britain and Northern Ireland,A,PCLI
705,2021-02-19 23:54:27+00:00,1362913468274204673,"@Tonithecat32 You remain in our daily prayers!!!  Good to know you have shelter and hopefully heat and water!  Not good news coming from Texas!😥  Sending Warmest Love,Cuddles and Boops!💞🤗😽🐾🙏🕯💞⚘",Texas,137,142,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
706,2021-02-19 23:54:26+00:00,1362913466567196678,"The fact that people are defending @tedcruz is beyond me... no, he can’t control the weather, yes others would’ve left too if they had the means... but he is a senator, a politician chosen by the people and when they needed him he went to Mexico",Mexico,239,245,MEX,0.9516947865486145,NA,23,-102,MEX,3996063,Mexico,A,PCLI
707,2021-02-19 23:54:25+00:00,1362913460993032195,"@JJWatt I realize that you do not play for the Texans any longer. This is very sad but understandable.  
I am a teacher at Humble High School, just outside of Houston. As you know, we have been dealing with some cold weather. School is starting back Monday.",Houston,159,166,USA,0.9571880102157593,Texas,29.76328,-95.36327,USA,4699066,Houston,P,PPLA2
708,2021-02-19 23:54:25+00:00,1362913459537661952,"“Had he had his oxygen, had the power not been off, I think he would have still been here with me right now”- wife of Andy Anderson. The Vietnam veteran died from hypothermia. After losing power, his oxygen machine wasn’t working. He went to his truck to use an oxygen device 1/2 https://t.co/s2zyQfrN7T",Vietnam,137,144,VNM,0.9516947865486145,NA,16.16667,107.83333,VNM,1562822,Socialist Republic of Vietnam,A,PCLI
709,2021-02-19 23:54:24+00:00,1362913457432104961,"Yes, my son used his 2021 Ford Pick Up to bring power to his house. TV, internet and charging capabilites too. I feared he'd drain the battery. He didn't. All was good. In Texas, of course.",Texas,172,177,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
710,2021-02-19 23:54:24+00:00,1362913455599194112,"Honeoye Falls, NY Weather: 02/19/21 18:54 PM:  temperature 27f humidity 80% dewpoint 22f pressure 1019.6mb rain last hour 0.00inches rain",NY,15,17,SWE,0.28365933895111084,,,,,,,,
711,2021-02-19 23:54:24+00:00,1362913454944882690,"Honeoye Falls, NY Weather: 02/19/21 18:54 PM:  since midnight 0.01inches rain last 24 hours 0.01inches",NY,15,17,SWE,0.28365933895111084,,,,,,,,
712,2021-02-19 23:54:23+00:00,1362913452545757185,you can’t claim memphis if you don’t have to boil your water 🙄🤚🏾,memphis,16,23,USA,0.7178229093551636,Tennessee,35.14953,-90.04898,USA,4641239,Memphis,P,PPLA2
713,2021-02-19 23:54:23+00:00,1362913452520583169,"@ry_storm @_dennis_system @GFizeek @mlbandy There's nothing generic about the Magna Tweezer, certainly nothing as generic as about 30 minutes of Tahoe. and Hampton is dark and exploratory in a way that Phish rarely taps into these days, and does it magnificently. 

I'd also add some 3.0 DWD versions that give 1.0 a run",Tahoe,145,150,USA,0.9637409448623657,California,39.15023,-120.1612,USA,7262635,Sunnyside-Tahoe City,P,PPL
714,2021-02-19 23:54:23+00:00,1362913452520583169,"@ry_storm @_dennis_system @GFizeek @mlbandy There's nothing generic about the Magna Tweezer, certainly nothing as generic as about 30 minutes of Tahoe. and Hampton is dark and exploratory in a way that Phish rarely taps into these days, and does it magnificently. 

I'd also add some 3.0 DWD versions that give 1.0 a run",Hampton,156,163,USA,0.9571880102157593,Virginia,37.03737,-76.33161,USA,4756955,East Hampton,P,PPL
715,2021-02-19 23:54:19+00:00,1362913436993224706,"@jameson_power @leona_Mck_ @NicolaSturgeon @aaroncrawford07 Ah, but just imagine what those countries could have achieved as part of the UK...",UK,137,139,GBR,0.9516947865486145,NA,54.75844,-2.69531,GBR,2635167,United Kingdom of Great Britain and Northern Ireland,A,PCLI
716,2021-02-19 23:54:19+00:00,1362913436318003203,AOC slams 'fossil fuel billionaires' after one CFO likens Texas winter storm to 'hitting the jackpot' - Fox News https://t.co/eq9CqlQCql,Texas,58,63,USA,0.9634982943534851,Texas,31.25044,-99.25061,USA,4736286,Texas,A,ADM1
717,2021-02-19 23:54:19+00:00,1362913434648465408,"Local time is 10:54am, Current Temp 26.2°C (Max: 26.2°C @ 10:53/Min: 17.2°C @ 03:41), Chill 26.2°C, Baro 1018.9 hPa, Hum 76﹪, Wind 0 kph - NW, Gust 0.0kph, Rain 0.2 mm, Solar 999 W/m², UV Index 4.3 - Skin Risk Moderate",Solar 999 W/m²,169,183,CHN,0.24821266531944275,,,,,,,,
718,2021-02-19 23:54:18+00:00,1362913429762281475,I don't know why so many Developers want to make weather simulations. They kill the fps of the game and they don't look as good as you think they might. I'm looking at ya OW2.,OW2,171,174,NGA,0.5339667797088623,,,,,,,,
719,2021-02-19 23:54:17+00:00,1362913429409976320,"@katieglueck @AOC It’s a power grab bc she wants to drain the establishment Dems out of NY, but if there’s one thing I respect ab AOC, she gives 0 fucks.  If she thinks you’re corrupt, she’s coming for you.",NY,88,90,SWE,0.28365933895111084,,,,,,,,
720,2021-02-19 23:54:17+00:00,1362913428076191746,A beautiful sunset tonight but the snow didn’t melt much here today in Greenbrier @WxZachary @KATVToddYak https://t.co/bjJrZYdEuU,Greenbrier,71,81,USA,0.9571880102157593,West Virginia,37.94693,-80.45295,USA,4807600,Greenbrier County,A,ADM2
721,2021-02-19 23:54:17+00:00,1362913427958554624,@Djean303 @lalexi3 @TamaraStewart05 @BetoORourke @Alyssa_Milano Correct. There are hundreds of thousands of people we call Winter Texans. They move down around Thanksgiving and stay until around Easter. A good portion of them live in mobile homes or RVs...which aren’t insulated for this type of weather event. So even they’re suffering.,Easter,195,201,CHL,0.8799221515655518,Valparaíso,-27.11667,-109.36667,CHL,4030726,Easter Island,T,ISL
722,2021-02-19 23:54:16+00:00,1362913422929653760,"I'm going to be looking for babe/ girlfriend, and a femboy boyfriend after this snow is over so is there any bbws, plump or big booty gays, transwomen and transmale, femboys, in Arkansas little rock, I'm 6ft tall if your short lol and want a tall boyfriend #bisexual #topdom",Arkansas,178,186,USA,0.9634982943534851,Arkansas,34.75037,-92.50044,USA,4099753,Arkansas,A,ADM1
723,2021-02-19 23:54:16+00:00,1362913421860233219,"@falandosirius não me entenda mal, eu sou fã de carteirinha da blizzard desde Rock'n'Roll racing. 

Só acho que esse preço é exorbitante.",entenda mal,22,33,SLV,0.24821266531944275,,,,,,,,
724,2021-02-19 23:54:15+00:00,1362913421063151617,So APPARENTLY this weather in TX has impeded on my local Walmart’s ability to provide me with tasty rotisserie chickens. They will be dealt with.,TX,30,32,USA,0.9637409448623657,Texas,32.4512,-100.3927,USA,9847837,Hampton Inn - Sweetwater. Tx,S,HTL
